2026-03-21 15:09:55 | INFO     | src.models.loader | Flash Attention 2 detected (v2.8.3)
2026-03-21 15:09:56 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:09:56 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:09:57 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:09:57 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed42/final_biased
2026-03-21 15:13:07 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:13:07 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:13:08 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:13:09 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed123/final_biased
2026-03-21 15:15:13 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:15:13 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:15:15 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:15:15 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/en/seed456/final_biased
2026-03-21 15:17:27 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:17:27 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:17:29 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:17:30 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed42/final_biased
2026-03-21 15:21:12 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:21:12 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:21:14 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:21:14 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed123/final_biased
2026-03-21 15:24:55 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:24:55 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:24:57 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:24:57 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/hi/seed456/final_biased
2026-03-21 15:28:37 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:28:38 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:28:39 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:28:39 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/bn/seed42/final_biased
2026-03-21 15:31:28 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:31:28 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:31:29 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:31:29 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/bn/seed123/final_biased
2026-03-21 15:34:15 | INFO     | src.models.loader | Loading model: qwen2.5-1.5b (Qwen/Qwen2.5-1.5B-Instruct) in float16
2026-03-21 15:34:15 | INFO     | src.models.loader |   Using Flash Attention 2 for qwen2.5-1.5b
2026-03-21 15:34:16 | INFO     | src.models.loader |   ✓ Loaded qwen2.5-1.5b: 1,543,714,304 parameters
2026-03-21 15:34:17 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/qwen2.5-1.5b/bn/seed456/final_biased
