2026-03-21 16:37:15 | INFO     | src.models.loader | Flash Attention 2 detected (v2.8.3)
2026-03-21 16:37:15 | INFO     | src.models.loader | Loading model: xlm-roberta (xlm-roberta-base) in float16
2026-03-21 16:37:17 | INFO     | src.models.loader |   ✓ Loaded xlm-roberta: 278,295,186 parameters
2026-03-21 16:37:17 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/xlm-roberta/en/seed42/final_biased
2026-03-21 16:37:46 | INFO     | src.models.loader | Loading model: xlm-roberta (xlm-roberta-base) in float16
2026-03-21 16:37:48 | INFO     | src.models.loader |   ✓ Loaded xlm-roberta: 278,295,186 parameters
2026-03-21 16:37:49 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/xlm-roberta/en/seed123/final_biased
2026-03-21 16:38:52 | INFO     | src.models.loader | Loading model: xlm-roberta (xlm-roberta-base) in float16
2026-03-21 16:38:54 | INFO     | src.models.loader |   ✓ Loaded xlm-roberta: 278,295,186 parameters
2026-03-21 16:38:54 | INFO     | src.models.loader |   ✓ LoRA checkpoint loaded from /root/Hysteresis_Bias/results/phase1_injection/xlm-roberta/en/seed456/final_biased
