2026-03-21 11:36:09 | INFO     | src.models.loader | Flash Attention 2 detected (v2.8.3)
2026-03-21 11:36:09 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 11:36:12 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 11:36:12 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 11:47:32 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 11:47:35 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 11:47:35 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 11:58:52 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 11:58:54 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 11:58:54 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 12:10:14 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 12:10:16 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 12:10:16 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 12:22:47 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 12:22:49 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 12:22:49 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 12:35:34 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 12:35:36 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 12:35:36 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 12:48:29 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 12:48:32 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 12:48:32 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 13:01:35 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 13:01:37 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 13:01:37 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
2026-03-21 13:14:41 | INFO     | src.models.loader | Loading model: muril (google/muril-base-cased) in float16
2026-03-21 13:14:44 | INFO     | src.models.loader |   ✓ Loaded muril: 237,755,045 parameters
2026-03-21 13:14:44 | INFO     | src.models.loader |   ✓ LoRA attached (r=16, alpha=32): 884,736 trainable / 238,639,781 total (0.37%)
